dbICC,var_w,var_b
0.58798684388404,2.04470084766863,2.91800681667875
0.501303785659302,1.99593782446912,2.00637413835148
0.541280866825212,2.45254358629345,2.89396020856558
0.551461113632501,1.43366774160461,1.76263872184429
0.502175101469473,2.83001054121271,2.85474036129598
0.51334868574799,2.55729910506483,2.69759085448544
0.594790034262008,1.74326717731342,2.55886585176566
0.562465266755544,2.50086190900353,3.21494010392207
0.525210112916245,2.39998780007014,2.65485406863792
0.518089256244079,1.51947823508576,1.63355011046063
0.538081122561787,2.64666178925973,3.08304946207087
0.506816477475123,1.90267664904517,1.95527188764625
0.520735550048669,2.1939825482577,2.38382944777184
0.591573361826337,1.99105793300017,2.88388837780723
0.628114494954683,1.90863052962823,3.22367633292521
0.609583396499309,1.87094427449783,2.92122966923794
0.541026697888941,2.85733376068558,3.3681563659584
0.51732968950134,2.69407664584985,2.8875317258491
0.526643435777358,2.74834818194288,3.05773625771476
0.55936096639261,2.04462871830198,2.59551562289079
0.539273718941021,2.78714424334101,3.26231366241327
0.549095431720755,2.52456988130299,3.07433077064055
0.444177539373651,3.26132335011142,2.60623973187753
0.564563949870041,2.02240513810925,2.62214631211094
0.475824781882242,2.74350742197109,2.49044360650877
0.542569526917065,2.53228992337925,3.00361131711403
0.515123503758239,2.36231169613765,2.50967470544654
0.523894340161536,2.43492984633896,2.67933375465478
0.469312871342605,2.46038438107565,2.17583957879363
0.470463170621566,2.66607170116702,2.36865214286934
0.529555338187238,2.29986496526383,2.58883959863062
0.570152508708578,2.3950349254812,3.17678990542713
0.638447913955159,1.75412275639788,3.09752331094173
0.626079232880768,2.09176039722333,3.50236697189477
0.476469574775465,3.15703322674762,2.87324328563198
0.560455948224059,2.33033490213795,2.97137465967372
0.562640698822464,1.96007919823772,2.52154310397569
0.56060434677892,2.54504867047554,3.24710847040317
0.619250042514479,1.7270857182877,2.80892455389566
0.498536633784034,2.65091572017676,2.63544395985436
0.55377660072133,2.21369610569333,2.74726315657713
0.605898625829789,2.11292606655286,3.24845099284377
0.61427506000206,2.18569613793762,3.48076695866509
0.602464326413313,2.10059272912517,3.18344306613564
0.536750452843687,2.49788817480632,2.89421245462713
0.61557560744923,2.21918035168599,3.55355518406155
0.544708258443871,2.61536666998205,3.12900870797465
0.468958823303488,2.57465619204809,2.27366123611152
0.410390843468415,3.18700660598199,2.21828021949705
0.597096370809591,2.14094163020959,3.17283932160656
0.537985992013536,2.13256647367542,2.48323832187507
0.596526290212621,1.9440309611813,2.87420357064423
0.595278699460435,2.2116402983931,3.2529603921181
0.581901238047679,2.20078922245659,3.06301307195815
0.442168522406575,3.73111580728459,2.95749169722775
0.456624515854099,4.86619496309543,4.08929733472936
0.472243631216367,3.16806117101345,2.83482455126626
0.462523176918613,3.86714238063001,3.3278513652574
0.578710342693911,2.37672832812913,3.26482561679079
0.657578163231244,1.41104040060167,2.7097260023733
0.578014574522156,2.00839665476182,2.75100149859281
0.662264777815939,1.72273287768993,3.37810578091781
0.656508706465062,1.76024225129849,3.36431922792704
0.542781435433028,2.88728255009005,3.42760222022669
0.428338327615316,3.74398020535277,2.80531352241242
0.584392112630705,2.38405058421211,3.35224715378949
0.581081825328409,2.11844061144475,2.93849112255197
0.598951597741511,2.06134505005429,3.0785458919016
0.561257481488674,2.35751611996465,3.01583161930579
0.646197007253117,1.96036611808236,3.58047485350557
0.590292351817064,1.72977290753575,2.49219589194196
0.518684938994464,2.10679742717991,2.2703717035315
0.605614937548323,2.37972039411489,3.65428195709349
0.593643143008396,2.44693623216773,3.57470752766254
0.536451776871891,3.26414586835545,3.77750741709648
0.52377015993167,2.68447195613594,2.95245318016121
0.603985627669465,2.28910561126576,3.49125432313366
0.571126844558146,2.22288123988032,2.96019261698106
0.603671718237793,2.09511711821552,3.19120034795151
0.593537035959171,2.42750736913132,3.54476460615123
0.568088324217817,1.89134062657294,2.48765798037085
0.571362948492427,1.98284474997768,2.64308467680368
0.526230977568392,2.26236412295097,2.51288291903469
0.418823705273271,4.91052753745824,3.53876329221537
0.547732699934933,2.16972210383409,2.62771097063743
0.536583980449201,2.976743902196,3.44673689391768
0.530341563552547,2.29135034780699,2.58740870342822
0.51109938226131,2.33971871662499,2.4459547551061
0.611258748232458,2.3959897784887,3.76746667897375
0.566378346684183,1.98367926553926,2.59099833732136
0.593144988668065,2.44060307986374,3.5581016475866
0.522949785288521,2.37531748036569,2.60385956874703
0.506614611593943,2.86649782341754,2.94335769881047
0.59840833952353,2.11178925702453,3.14675932568008
0.59561900954394,2.25584961954408,3.32267576316479
0.639629289158061,1.73419170726878,3.07805206031478
0.686164242694013,1.61883826600089,3.53939570930275
