delta.sigma2_w,delta.sigma2_b,delta.theta,delta.sigma2_w_norm,delta.sigma2_b_norm,delta.theta_norm,parcel,contrast,comp
-3.46193134943858,-0.89310900781506,3.39406767742604,-3.29875637024724,-1.37870184514974,3.53747331312373,68,30min_10min_cpac_default_all,30min_10min
-4.3326704626794,-1.05949502294243,3.38142239755355,-3.95749801050756,-2.05737029691862,3.62100678668414,69,30min_10min_cpac_default_all,30min_10min
-4.14642557227334,-0.43938621440657,3.24716613164169,-3.99944543304217,-1.17912743159124,3.42829291956572,70,30min_10min_cpac_default_all,30min_10min
-2.73397913696736,-0.88998460691664,3.45630132423623,-2.63366221252909,-1.15348943307588,3.5544052904713,71,30min_10min_cpac_default_all,30min_10min
-4.14309898874617,-0.2410617594662,3.1997110532852,-3.89309303230063,-1.4377783710568,3.49537008507992,72,30min_10min_cpac_default_all,30min_10min
-5.63602607535718,0.70950262662294,3.01636436371046,-5.34611534832019,-1.9202173266967,3.48642206022483,73,30min_10min_cpac_default_all,30min_10min
-5.91255181781918,-0.90182110673339,3.29295263029581,-5.40194420329287,-2.56720648399331,3.58523475473489,74,30min_10min_cpac_default_all,30min_10min
-8.11777446811361,-0.66093959782204,3.2228322741851,-7.24153108637862,-3.7276441611477,3.61697772162207,75,30min_10min_cpac_default_all,30min_10min
-6.46570090721944,-0.1560068347239,3.1657163445761,-5.96307197448338,-2.5042761391727,3.53919012563363,76,30min_10min_cpac_default_all,30min_10min
-5.12564633589247,-1.68072674208762,3.45845007403032,-4.75769861654908,-2.54192773624731,3.6322841830889,77,30min_10min_cpac_default_all,30min_10min
-4.36398722934283,-1.36834325231413,3.44543696077746,-4.11001661392958,-2.00611844795958,3.59567882233616,78,30min_10min_cpac_default_all,30min_10min
-4.44151034753111,-0.68812029462606,3.29529995687976,-4.21196111728033,-1.56840914739133,3.49805582644122,79,30min_10min_cpac_default_all,30min_10min
-3.98820536240767,-0.9600148981986,3.37781217201515,-3.79235496226854,-1.56379488989372,3.53270394157591,80,30min_10min_cpac_default_all,30min_10min
-4.42159006525971,-0.36894180995322,3.2248407891943,-4.07615149204214,-1.75258830826227,3.5476582396581,81,30min_10min_cpac_default_all,30min_10min
-3.79592245621418,-0.27622020172205,3.21423223141567,-3.5621423881247,-1.34032328195692,3.5014752912393,82,30min_10min_cpac_default_all,30min_10min
-4.82888614302139,-0.67291071395919,3.28005213640015,-4.41871663841961,-2.06055659484974,3.57793894300997,83,30min_10min_cpac_default_all,30min_10min
-12.1875606191019,-0.05194581547536,3.14585482733785,-10.4303196090188,-6.30458286215242,3.68527611683235,84,30min_10min_cpac_default_all,30min_10min
-3.70268215916354,-1.95097420094748,3.62653450313899,-3.4720419990037,-2.33689534675925,3.7340089070706,85,30min_10min_cpac_default_all,30min_10min
-8.74298513776251,-0.0939923719073703,3.15234284355421,-7.67637770615658,-4.18591077276323,3.64081845279647,86,30min_10min_cpac_default_all,30min_10min
-3.95309658904598,-0.79747358547727,3.34065486611955,-3.66819814689211,-1.67548772511117,3.57005430452626,87,30min_10min_cpac_default_all,30min_10min
-5.65079344729287,-0.22005588293968,3.18051546091771,-5.01498094088629,-2.61339957490845,3.62199200980097,88,30min_10min_cpac_default_all,30min_10min
-3.97689613127319,-1.75041480058042,3.55622181450285,-3.85144836726314,-2.01146719767754,3.62289126060269,89,30min_10min_cpac_default_all,30min_10min
-4.03814725693609,-0.34386579361704,3.22654206617008,-3.63603100406281,-1.79001549999277,3.59906074236346,90,30min_10min_cpac_default_all,30min_10min
-3.98715068029901,-1.23583917706895,3.44215770046786,-3.71478958352592,-1.90394521168932,3.61521481758891,91,30min_10min_cpac_default_all,30min_10min
-4.43272274881621,0.36222936096292,3.06005669665561,-4.13364105059374,-1.64111326320355,3.51952222335514,92,30min_10min_cpac_default_all,30min_10min
-5.32285342591411,0.34785381477006,3.07633444474589,-4.93923818795012,-2.01437260528207,3.52883129036142,93,30min_10min_cpac_default_all,30min_10min
-4.51528500223332,0.41899562910551,3.04906268903555,-4.27743837670723,-1.50561513079369,3.4800391163731,94,30min_10min_cpac_default_all,30min_10min
-4.73784451745757,-0.31464209448638,3.2079056687188,-4.28375059230416,-2.04832887548832,3.58761813852585,95,30min_10min_cpac_default_all,30min_10min
-4.00819005861599,-0.81217022629031,3.34151354104433,-3.76792179471283,-1.5899601791833,3.54089636933822,96,30min_10min_cpac_default_all,30min_10min
-3.82274564878852,-0.35711998317184,3.23474206247495,-3.71825306058889,-0.956824516373581,3.39345978194841,97,30min_10min_cpac_default_all,30min_10min
-4.60936017821045,0.28168190701262,3.08055770961108,-4.36840246539024,-1.49753325491725,3.47184807072462,98,30min_10min_cpac_default_all,30min_10min
-3.3683397966488,-0.31219327847096,3.23401322808222,-3.28169247623065,-0.820775316552394,3.38667232301933,99,30min_10min_cpac_default_all,30min_10min
-5.2644700168923,-0.4411475432895,3.2251944780786,-4.97730143538164,-1.77079816327447,3.48340272281484,100,30min_10min_cpac_default_all,30min_10min
-6.78210771999665,-1.59473684412857,3.3725361700789,-5.99425933686818,-3.55091899795363,3.67639526926879,101,30min_10min_cpac_default_all,30min_10min
-5.89087195741621,-0.1979108165509,3.17517620581871,-5.474404040423,-2.18459184109548,3.5212846674616,102,30min_10min_cpac_default_all,30min_10min
-3.49111636452834,-0.29579388710666,3.22611836911182,-3.1945051543293,-1.43893165692148,3.56481209989246,103,30min_10min_cpac_default_all,30min_10min
-3.33087858353611,-1.00097328204466,3.43352028985969,-3.00007970042201,-1.75960832026408,3.67204181154065,104,30min_10min_cpac_default_all,30min_10min
-4.86675895627344,-0.83341122112998,3.31119320698409,-4.41003145200238,-2.22070700325884,3.6080826794023,105,30min_10min_cpac_default_all,30min_10min
-3.92779747201013,-0.36031234403214,3.23307056941931,-3.62911602547308,-1.54497082174569,3.544069151477,106,30min_10min_cpac_default_all,30min_10min
-3.54379004028703,-1.03778823815265,3.42647420117324,-3.33305451229373,-1.58940237037822,3.5865579765491,107,30min_10min_cpac_default_all,30min_10min
-4.22542019136387,-2.05095979806099,3.59348085940613,-3.94467714324258,-2.54953606023281,3.71537873233886,108,30min_10min_cpac_default_all,30min_10min
-2.38171429088319,-0.0836638596487398,3.17670579590543,-2.31263465873641,-0.575572358630678,3.38551848712842,109,30min_10min_cpac_default_all,30min_10min
-2.0293958540008,-1.3714877194512,3.73589915084879,-2.0644660130264,-1.3181070434149,3.70982223237644,110,30min_10min_cpac_default_all,30min_10min
-3.22287828273706,-1.81313756767969,3.65404540598469,-3.08108772943701,-2.04482533928507,3.72751773669102,111,30min_10min_cpac_default_all,30min_10min
-3.767966082572,-1.05207473158223,3.41387379069118,-3.53377326290472,-1.67835519680029,3.58499778903383,112,30min_10min_cpac_default_all,30min_10min
-2.52960413000273,-0.75510850559088,3.43168060047798,-2.3988810609825,-1.10202339585058,3.57222830182804,113,30min_10min_cpac_default_all,30min_10min
-3.70650476961937,-0.70346311031892,3.32915335970122,-3.45293079552443,-1.51996936683269,3.55626446350214,114,30min_10min_cpac_default_all,30min_10min
-2.89725243021001,-0.86049908150681,3.43029967949231,-2.77981161808969,-1.18624520296837,3.54493264086461,115,30min_10min_cpac_default_all,30min_10min
-5.49093213535381,-1.05456119697718,3.33133728928281,-4.94012109254772,-2.61870934320634,3.62902158100101,116,30min_10min_cpac_default_all,30min_10min
-5.20663936758777,-0.6961971078586,3.27451753021075,-4.57913103436555,-2.57397414268592,3.65368560376021,117,30min_10min_cpac_default_all,30min_10min
-4.32583881704776,-0.99252036792226,3.36712909236687,-3.8959636230735,-2.12589877452002,3.64110309795834,118,30min_10min_cpac_default_all,30min_10min
-5.05136795216905,-0.94280745868673,3.32611353549612,-4.70333294806377,-2.06974956746308,3.55614995018514,119,30min_10min_cpac_default_all,30min_10min
-4.87839465746589,-2.5324433676347,3.62041433968483,-4.65198515269368,-2.92763351247835,3.70329957232035,120,30min_10min_cpac_default_all,30min_10min
-2.77399668731928,-1.06256541781678,3.50739770758365,-2.63391881462944,-1.37352632531726,3.62227334428128,121,30min_10min_cpac_default_all,30min_10min
-4.21682629330986,-0.99361877890803,3.37300335647534,-3.9556575816996,-1.76682635312316,3.56166394924733,122,30min_10min_cpac_default_all,30min_10min
-6.99018323311524,-0.0152426705481701,3.14377323253609,-6.08055465820037,-3.4481515367177,3.65745330393225,123,30min_10min_cpac_default_all,30min_10min
-2.89101343182196,-1.11655031931355,3.51015848703439,-2.70481629071155,-1.51281595444905,3.65155136633947,124,30min_10min_cpac_default_all,30min_10min
-4.11651671805806,-0.46040384898226,3.25297284468536,-3.84887323031888,-1.53096585564272,3.52017503911324,125,30min_10min_cpac_default_all,30min_10min
-6.37837754360238,-0.69461252099384,3.25006631830427,-5.62888344199987,-3.07926254798649,3.6421656880949,126,30min_10min_cpac_default_all,30min_10min
-3.79982605649355,-0.71227532927157,3.32689177625783,-3.52022313368844,-1.59813744507192,3.5677576693425,127,30min_10min_cpac_default_all,30min_10min
-4.08625038271207,-0.980343650806581,3.37705515407618,-3.72388569572936,-1.94709814571161,3.62336631985392,128,30min_10min_cpac_default_all,30min_10min
-5.00828352314698,-0.39361063387111,3.22002336114918,-4.57684281464107,-2.07131432414068,3.56657676302994,129,30min_10min_cpac_default_all,30min_10min
-3.51552804721626,-0.6557424851254,3.32600091917226,-3.21630361214204,-1.5634342749488,3.59405581175701,130,30min_10min_cpac_default_all,30min_10min
-4.65567460453023,-0.76764322126886,3.30500571106623,-4.24710272475294,-2.0558941081252,3.59241506709512,131,30min_10min_cpac_default_all,30min_10min
-3.31772112068898,-0.36570189736798,3.25137629759419,-3.13373498030945,-1.14922425382918,3.49309035566114,132,30min_10min_cpac_default_all,30min_10min
-3.98072481878178,-1.38724442775111,3.47692199494781,-3.62924895750086,-2.14456736654988,3.67530312530779,133,30min_10min_cpac_default_all,30min_10min
-3.97594921466958,-0.74022652795057,3.32566131382038,-3.59935112418476,-1.8441201032317,3.61506974016118,134,30min_10min_cpac_default_all,30min_10min
-5.04523752322421,-0.44236578695157,3.22904887038691,-4.53524666693572,-2.25425083459301,3.60287862442643,135,30min_10min_cpac_default_all,30min_10min
-5.12506606176442,-1.0671533043011,3.34688167463863,-4.6631423802353,-2.37912199224498,3.61336467157769,136,30min_10min_cpac_default_all,30min_10min
-3.17991391896438,-0.95461673380968,3.43323482103297,-2.96621037713521,-1.49155678372238,3.60751709613629,137,30min_10min_cpac_default_all,30min_10min
-3.74293950190872,-1.59322708493005,3.5440238807037,-3.59212518162077,-1.90908494799717,3.63009342852287,138,30min_10min_cpac_default_all,30min_10min
-4.28706970034164,-0.99487645809931,3.3696208796598,-3.90700976526792,-2.02583821579334,3.61994131295826,139,30min_10min_cpac_default_all,30min_10min
-2.46687335416813,-1.58054077999441,3.71140659889925,-2.41621934682692,-1.65694217483573,3.74269626144033,140,30min_10min_cpac_default_all,30min_10min
-3.19069161808315,-1.39254794774485,3.55311370167757,-3.12645795928338,-1.53132733839244,3.59704398048093,141,30min_10min_cpac_default_all,30min_10min
-4.07396657180196,-0.696956899281,3.31102816161041,-3.83094154847164,-1.55139917487697,3.52637229465647,142,30min_10min_cpac_default_all,30min_10min
-3.45666629209217,-1.02591238195352,3.4301041298813,-3.25627562598811,-1.54845313714284,3.58547242911779,143,30min_10min_cpac_default_all,30min_10min
-3.75963048746805,-1.32718556104125,3.48094608893406,-3.45159544210542,-1.99567828563943,3.66582106711671,144,30min_10min_cpac_default_all,30min_10min
-4.34011974637127,-1.54535621483403,3.48365859748845,-4.02696891779176,-2.23792014573957,3.64882686128578,145,30min_10min_cpac_default_all,30min_10min
-3.61652967917522,-0.87849940674998,3.37988946087489,-3.49807413421216,-1.2706397914323,3.49001337368071,146,30min_10min_cpac_default_all,30min_10min
-3.65323776084936,-0.72891218000477,3.33853141880462,-3.37484279355582,-1.57730631845538,3.57879868181528,147,30min_10min_cpac_default_all,30min_10min
-4.8826125113777,-0.89765283420929,3.32340918178755,-4.35871615503767,-2.37640043486775,3.64074819635947,148,30min_10min_cpac_default_all,30min_10min
-6.80436595578557,-0.1761153418923,3.16746957312332,-5.98728103625666,-3.23772736140412,3.63731999758415,149,30min_10min_cpac_default_all,30min_10min
-2.52057182129207,-1.23573917729838,3.59741910883055,-2.50734627268806,-1.26235822548078,3.60800750704494,150,30min_10min_cpac_default_all,30min_10min
-3.69381728686991,-0.59375339439163,3.30097179011814,-3.49034151423597,-1.34697637549124,3.50989844006532,151,30min_10min_cpac_default_all,30min_10min
-3.38411834027482,-0.20175974819249,3.20114175474085,-3.36862090534137,-0.381257305598453,3.25429212609125,152,30min_10min_cpac_default_all,30min_10min
-4.86091836062638,-0.20432405345371,3.18360196712432,-4.54407567939456,-1.7382899204187,3.50695714153852,153,30min_10min_cpac_default_all,30min_10min
-3.54182107085419,-0.4939478160733,3.28016044566037,-3.21555247205204,-1.56483329541211,3.5944994869731,154,30min_10min_cpac_default_all,30min_10min
-4.2529417640569,-0.53894165658834,3.26764288064577,-3.8477343603701,-1.8902148157532,3.59821899774245,155,30min_10min_cpac_default_all,30min_10min
-3.85219714624683,-0.46295220117789,3.26119777905094,-3.51815879488443,-1.63594201856453,3.57684990085521,156,30min_10min_cpac_default_all,30min_10min
-3.69683371138955,-1.20458391013934,3.45658597807251,-3.5086836315241,-1.67533311914606,3.58706409358264,157,30min_10min_cpac_default_all,30min_10min
-5.71605444570828,-0.60170759839819,3.24647264744147,-5.04971438598057,-2.7451256948075,3.63952439355122,158,30min_10min_cpac_default_all,30min_10min
-15.0140257100536,1.28632374494799,3.05612655148998,-12.7052593162928,-8.10259109820569,3.70929749569334,159,30min_10min_cpac_default_all,30min_10min
-5.14131639125252,-1.27020687442096,3.38380111153767,-4.92191907155582,-1.95480750761889,3.51965154128254,160,30min_10min_cpac_default_all,30min_10min
-7.61994790984192,-0.12310696004497,3.15774712765739,-6.78276266974111,-3.47460674584653,3.61500811693231,161,30min_10min_cpac_default_all,30min_10min
-6.91019567376676,-0.80986875707059,3.25825953805032,-6.01890073534298,-3.48991770555004,3.66704655604875,162,30min_10min_cpac_default_all,30min_10min
-6.6258171132831,0.0410765659626002,3.13539326126815,-5.7963822220205,-3.21015464412404,3.64736425046594,163,30min_10min_cpac_default_all,30min_10min
-4.99667426392128,-0.6811266218266,3.27707359521144,-4.45781018083528,-2.35767164090667,3.62808082372464,164,30min_10min_cpac_default_all,30min_10min
-3.95132623171109,0.0324775312546599,3.13337343857143,-3.81185042836658,-1.04107160714624,3.40820508246144,165,30min_10min_cpac_default_all,30min_10min
-4.53478654603102,-0.69580716895069,3.29384293720021,-4.24469647709799,-1.74097342074458,3.5308205422448,166,30min_10min_cpac_default_all,30min_10min
-3.0005778766748,-1.03156048061926,3.47272206252027,-2.92309491476997,-1.23413967540617,3.54109190124384,167,30min_10min_cpac_default_all,30min_10min
-5.00336911160592,-0.92293170942114,3.32400421920765,-4.73740617451173,-1.85539433677195,3.51487811933565,168,30min_10min_cpac_default_all,30min_10min
-5.09581919248197,-0.51865321515946,3.24302351324355,-4.50952133391916,-2.42911336478782,3.63569037295897,169,30min_10min_cpac_default_all,30min_10min
-4.27708649728105,-2.8687813249231,3.73240485068794,-3.90171214003122,-3.3615498764386,3.85275836915557,170,30min_10min_cpac_default_all,30min_10min
-4.49754177166782,-0.35165861861582,3.21962297067928,-4.15926559654101,-1.74701329971298,3.53924552736974,171,30min_10min_cpac_default_all,30min_10min
-3.46838195602337,-0.41668681105385,3.26115828335537,-3.12277521736812,-1.56575101250684,3.60635746489981,172,30min_10min_cpac_default_all,30min_10min
-2.85459662031996,-1.18788973149587,3.53592833104871,-2.75656273563917,-1.40041628218932,3.61164352524081,173,30min_10min_cpac_default_all,30min_10min
-3.11461152882367,-0.28464688097427,3.23273029392709,-2.92175956987729,-1.11586282228605,3.50641167068407,174,30min_10min_cpac_default_all,30min_10min
-3.41679214432215,-0.66946028444467,3.33507401756795,-3.12901864779553,-1.5270520396169,3.59561773250372,175,30min_10min_cpac_default_all,30min_10min
-3.50338642195063,-0.89537002036557,3.39180931972297,-3.30736232195881,-1.46176549629711,3.5577514719896,176,30min_10min_cpac_default_all,30min_10min
-2.55481399895925,-1.12631055051556,3.55681825270985,-2.57803986055481,-1.07208232093964,3.5356891835467,177,30min_10min_cpac_default_all,30min_10min
-4.09129083769537,0.01276604449746,3.13847236623478,-3.86078515081758,-1.35394302307324,3.47888302684781,178,30min_10min_cpac_default_all,30min_10min
-5.74752292685807,-0.13512204124147,3.16509793702102,-5.05639529539935,-2.73589918992856,3.63755938993865,179,30min_10min_cpac_default_all,30min_10min
-3.62750187168315,-0.13927414000778,3.17996775880688,-3.33279170347377,-1.43898108965895,3.54917889945611,180,30min_10min_cpac_default_all,30min_10min
-4.27188430746682,-0.22442814269053,3.1940804998865,-3.9521190823208,-1.63710668154784,3.53431017012241,181,30min_10min_cpac_default_all,30min_10min
-2.87083449538043,-1.14621851944564,3.5214636825792,-2.78886857303004,-1.33331154519556,3.58755369415423,182,30min_10min_cpac_default_all,30min_10min
-4.37262335117364,-1.32308982644658,3.43541923121854,-4.14303599351538,-1.92500764063718,3.57655178592014,183,30min_10min_cpac_default_all,30min_10min
-3.62189172015071,-0.695822357687891,3.33139581487233,-3.50535300678858,-1.1466336310055,3.45773117407706,184,30min_10min_cpac_default_all,30min_10min
