dbICC,var_w,var_b
0.703255605150859,1.02230581964023,2.42276622682572
0.632723165622255,1.34195662710696,2.31184481501383
0.64312832642395,1.4299874714614,2.57702002546919
0.651612503223714,1.23518256987778,2.31024481000016
0.664865527794604,1.20492785751296,2.39042850670637
0.71592193225037,0.925241020815295,2.33175459361119
0.699816673135413,1.19179063856364,2.7784186699009
0.710053660619241,1.41751994824006,3.47138449962249
0.674476636476237,1.22247397815643,2.53293689288905
0.682082435961129,1.22594843652603,2.63023497451739
0.654876074996181,1.38031008826688,2.61915209984889
0.6575263574541,1.27383430748261,2.44567618685239
0.637659992157007,1.328904073475,2.33865690436445
0.674834087291269,1.25851603665776,2.611865167122
0.691539604776899,1.02917351509438,2.30731159298571
0.694296006899117,1.03298598132984,2.34605388940208
0.706001999823208,0.979652148952734,2.35252068339181
0.717428208707184,1.06855831899748,2.71298800630496
0.713210921976433,1.04074505848745,2.58821133573732
0.680727428922082,1.09930449003397,2.34384907095792
0.732724074787839,1.11975639645143,3.0697582243008
0.697837620428026,1.17574670101662,2.71536212160424
0.66009031091501,1.34682748005223,2.61548228427895
0.69561899468143,1.27208630268198,2.90717022270664
0.691719002644296,1.23908729609779,2.78025644135644
0.713001420564077,1.16400604673159,2.89178422588707
0.692098571617303,1.2510589738386,2.81212118225875
0.719577551512515,1.16551568227803,2.99076955296071
0.669956062345035,1.31663439552334,2.6726356540292
0.643730918411279,1.31880827915413,2.38291142459656
0.625924651124012,1.32403171830612,2.21544695165846
0.76390995450713,1.14755369143144,3.71310737132436
0.693363520565366,1.33584901829518,3.02060922424066
0.751761586848743,1.12846694080427,3.41743281128876
0.714006215121157,1.18807081880037,2.96611322860359
0.702748585564607,1.35498725569623,3.20340066070754
0.70539981073207,1.27560129619045,3.05433922204298
0.690136376080011,1.39236822672288,3.10111896970393
0.716632708562085,1.15733429888651,2.92688548884463
0.701464327330763,1.22036606834806,2.86747394566649
0.705016711518147,1.22195583551678,2.92050200270736
0.767319546072407,1.2477847669189,4.11486923283305
0.718437554034724,1.19989991408913,3.06167662526623
0.722336317275834,1.14446913473875,2.97731274004709
0.716009226242892,1.16070560931098,2.92641875024203
0.748014465364449,1.36158445361945,4.04183862615662
0.699463763493614,1.08319751490318,2.52101849410432
0.704641352582761,1.01751857493108,2.42750862785699
0.706889560742461,0.998698980225075,2.40854568412336
0.736004419601852,1.13849037919232,3.1740453741536
0.768867391069846,1.11184445432679,3.69857351081105
0.734250885408203,1.07917263301289,2.98169746497616
0.743281947480899,1.07496758818654,3.11237949410156
