"","delta.sigma2_w","delta.sigma2_b","delta.theta","delta.sigma2_w_norm","delta.sigma2_b_norm","delta.theta_norm","contrast"
"1",-0.00072412207087111,0.0022560910856684,1.88137269928205,4.82079386597746e-05,0.00236896090195791,1.55044931063113,"cpac_fmriprep_all-cpac_default_all"
"2",-0.00159033693825193,0.0050075997905286,1.87830676546406,-0.0008500687826065,0.0051848442892828,1.73330314927543,"cpac_fmriprep_all-cpac_default_all"
"3",0.00179512553872079,-0.000807625437865001,5.86041525863715,0.00144567548105269,-0.00133594795974144,5.53721399700609,"cpac_fmriprep_all-cpac_default_all"
"4",-0.00153601450282196,0.0015027585027471,2.36713794415644,-0.000958417336035056,0.00192329401820043,2.03309964130721,"cpac_fmriprep_all-cpac_default_all"
"5",-0.00040668843849794,0.00045953005756325,2.29526734725382,-0.000475101873361717,0.000388383276854402,2.45628747162807,"cpac_fmriprep_all-cpac_default_all"
"6",-0.00231348185571021,0.000673960963635049,2.85811908634957,-0.00237094349993893,0.000430172752858168,2.96210984606151,"cpac_fmriprep_all-cpac_default_all"
"7",0.0019400038603052,-0.0025068086665422,5.37100761721312,0.00184929582915399,-0.00257445326330151,5.33530845476975,"cpac_fmriprep_all-cpac_default_all"
"8",0.0056712495852865,-0.00269791891478962,5.83915082070077,0.00621370252340441,-0.000911997412293242,6.13745383414281,"cpac_fmriprep_all-cpac_default_all"
"9",0.00193097354883749,0.0030317010758333,1.00366592941267,0.00211994643567314,0.00290270518127412,0.94000023357257,"cpac_fmriprep_all-cpac_default_all"
"10",0.0022173851469427,-0.0029359873029084,5.35923745266691,0.00216835383767239,-0.00297238287698151,5.34264059692615,"cpac_fmriprep_all-cpac_default_all"
"11",-0.00101447803885605,-0.0041979747983957,4.47527602472897,-0.00285780016784294,-0.00323807601824965,3.98929255950543,"cpac_fmriprep_all-cpac_default_all"
"12",0.00019176957454684,-0.0034441193925331,4.76801183772553,-0.00188857097041995,-0.00288652622531504,4.13301701810473,"cpac_fmriprep_all-cpac_default_all"
"13",-8.80588628951896e-05,-0.0060725430472676,4.69788884583643,-0.00369580208287482,-0.00481918876871103,4.05816373078356,"cpac_fmriprep_all-cpac_default_all"
"14",0.00155868796256965,-0.0038561042965972,5.09652207575665,-0.00129908504502198,-0.00395112978231482,4.39473456366784,"cpac_fmriprep_all-cpac_default_all"
"15",0.0033220566851609,0.0012807054405386,0.367958005750442,0.0035132228813162,0.000577522320818578,0.162928185698006,"cpac_fmriprep_all-cpac_default_all"
"16",-0.000391135904195,8.33239628419968e-06,3.12029280341963,-0.000359731438916797,0.000153785617770738,2.73760538567737,"cpac_fmriprep_all-cpac_default_all"
"17",0.00071687259432758,0.00066195806781374,0.745592318606278,0.000588387291146139,0.000778392700158065,0.923529695578306,"cpac_fmriprep_all-cpac_default_all"
"18",9.38741618702402e-05,0.00362849536876349,1.54493072231229,0.000313363682203,0.00361615738071245,1.48435572752399,"cpac_fmriprep_all-cpac_default_all"
"19",0.00229109452947776,-0.0007597516298072,5.96298585666529,0.0022194605538517,-0.000948858014612258,5.87918432951941,"cpac_fmriprep_all-cpac_default_all"
"20",0.00152048360057385,0.00376587989120195,1.18705918653469,0.00106598485691695,0.00391885161997708,1.30520773116834,"cpac_fmriprep_all-cpac_default_all"
"21",0.00083948931054947,0.000962841179709399,0.85373180885072,0.00123383309856905,0.000330849398890975,0.261984506519055,"cpac_fmriprep_all-cpac_default_all"
"22",0.00032515160322084,-0.0055139306536784,4.771289884057,-0.00228438845798594,-0.00502898838651194,4.28601124289059,"cpac_fmriprep_all-cpac_default_all"
"23",0.00063627897565029,0.00048873115127096,0.654990038275305,0.000767618424872086,0.000233390288731385,0.295163355397027,"cpac_fmriprep_all-cpac_default_all"
"24",0.00032223181752552,-0.00169565588257805,4.90018348452204,-0.000211665845069013,-0.00171297395963236,4.58944588235615,"cpac_fmriprep_all-cpac_default_all"
"25",0.0005965853440836,-0.000358129358746189,5.74254626233076,0.00048421743182126,-0.000499704101535827,5.48204870276486,"cpac_fmriprep_all-cpac_default_all"
"26",-5.91481914032996e-05,0.0032120275706734,1.58920884219109,0.000211551489908367,0.0032055991000794,1.50489751567505,"cpac_fmriprep_all-cpac_default_all"
"27",0.00171747829358071,-0.0021835232517633,5.37888267199298,8.6294406233743e-05,-0.00277669925547666,4.74345703350628,"cpac_fmriprep_all-cpac_default_all"
"28",-0.000282153289062739,-0.00343762852662776,4.63049466453094,-0.000891329459867179,-0.00333203123628617,4.45100563186772,"cpac_fmriprep_all-cpac_default_all"
"29",-0.000810777109620161,-0.002428957500457,4.39022178308914,-0.00191933249798647,-0.00169509787997135,3.86503150974544,"cpac_fmriprep_all-cpac_default_all"
"30",-0.0035174272532165,0.00721007347327932,2.02467598210577,-0.00694670651291786,0.00401257057198262,2.61779009710856,"cpac_fmriprep_all-cpac_default_all"
"31",-0.00367026312088836,0.0031336342732571,2.43490235906301,-0.00300999307884645,0.00377232511859479,2.24426435559117,"cpac_fmriprep_all-cpac_default_all"
"32",0.0007682602453341,-0.0015145611855761,5.18181927249659,0.000440855565755389,-0.00164005053567169,4.97498768960263,"cpac_fmriprep_all-cpac_default_all"
"33",0.002381396706656,-0.00363958958956831,5.29178365804336,0.00338604643824679,-0.00272989966354119,5.60466293937604,"cpac_fmriprep_all-cpac_default_all"
"34",0.00332259378429031,-0.0052477484401514,5.27682504705489,-9.84575551856055e-06,-0.00621115095675627,4.71080380763001,"cpac_fmriprep_all-cpac_default_all"
"35",0.00073566946237082,-0.00044419807520263,5.73997552238669,0.000779994559013026,-0.000360735326505138,5.84999797841158,"cpac_fmriprep_all-cpac_default_all"
"36",0.0021479099136774,-0.0017478310820488,5.60012484540082,0.00157573843521099,-0.00227716465641998,5.31770794345141,"cpac_fmriprep_all-cpac_default_all"
"37",-0.00027985336103296,-0.00171669132916552,4.55079143721318,-0.00103096882362285,-0.00140087483667573,4.07794299905669,"cpac_fmriprep_all-cpac_default_all"
"38",-0.00145738051648953,0.00074139570044028,2.67099499372956,-0.00157586397451218,0.000436208996135222,2.87154796381223,"cpac_fmriprep_all-cpac_default_all"
"39",-0.00136008271636911,-0.0015118055438891,3.97977208653356,-0.00165501304297105,-0.00118165681375579,3.76164392062138,"cpac_fmriprep_all-cpac_default_all"
"40",0.00124130591826862,-0.00031850846567867,6.03201262720242,0.00128125783771141,2.58143127113537e-05,0.020144907521575,"cpac_fmriprep_all-cpac_default_all"
"41",0.00098901460978443,0.00063566504138703,0.571244420552012,0.00101256376108215,0.0005974400161956,0.533054180570135,"cpac_fmriprep_all-cpac_default_all"
"42",0.00089930500948692,-0.0026036935461586,5.04495625534897,-0.000961667527229108,-0.0025813107425239,4.35576791205532,"cpac_fmriprep_all-cpac_default_all"
"43",-0.00013863063755968,-0.000848387088438001,4.55041554794679,-0.000559754151347081,-0.00065242194594313,4.00328988084635,"cpac_fmriprep_all-cpac_default_all"
"44",0.00013357945195066,-0.00284839308302871,4.7592510710825,-0.00121240427872445,-0.00258094217106077,4.27323075505992,"cpac_fmriprep_all-cpac_default_all"
"45",-0.00042342032289183,-0.00221870653005224,4.52381539627258,-0.000666044928876362,-0.0021583159150255,4.41306587806283,"cpac_fmriprep_all-cpac_default_all"
"46",-0.0004120964585467,-0.0048123330025258,4.62696397858753,-0.00189422695494615,-0.00444300311292949,4.3093844584785,"cpac_fmriprep_all-cpac_default_all"
"47",-0.00032732263547041,0.0011743670882068,1.84262009475006,-0.000418689761499082,0.00114497906058166,1.92136634609868,"cpac_fmriprep_all-cpac_default_all"
"48",2.42611420271602e-05,0.00305462053366322,1.56285405323618,0.000444641582715596,0.00302218283209497,1.42471834398227,"cpac_fmriprep_all-cpac_default_all"
"49",0.0029341346840664,-0.00536229155863519,5.21306397067476,0.00225822461524399,-0.00568011784130909,5.09079576081025,"cpac_fmriprep_all-cpac_default_all"
"50",0.0040925997283897,-0.00237799317553531,5.75681835192994,0.00462720051499475,-0.000996614004386984,6.0710444040829,"cpac_fmriprep_all-cpac_default_all"
"51",0.00120936810973495,-0.0035838106751371,5.03784275288452,-0.000798867431896988,-0.00369703678725609,4.49957773761106,"cpac_fmriprep_all-cpac_default_all"
"52",0.00257663369022138,-0.00055534909206001,6.07089993671431,0.00263184492657253,0.000144381682045109,0.054804559188743,"cpac_fmriprep_all-cpac_default_all"
"53",0.00513019264821473,-0.0006985765602958,6.14784803877496,0.00504178060804693,-0.00117785148414947,6.05368327543841,"cpac_fmriprep_all-cpac_default_all"
"54",0.00114391803941874,0.00107958584072442,0.756473430096943,0.00134728053700165,0.000811719916607203,0.542246664780572,"cpac_fmriprep_all-cpac_default_all"
"55",-0.0003780714636575,-0.00271285255620867,4.57391777853733,-0.000268039350830672,-0.00272592405062326,4.61437434169484,"cpac_fmriprep_all-cpac_default_all"
"56",0.00123669745315754,-0.0026719886177283,5.14586742509094,-0.000427943392660751,-0.00291304105988809,4.56652625304873,"cpac_fmriprep_all-cpac_default_all"
"57",0.00125406264711658,0.00212467935368598,1.03758703244305,0.00154714012754416,0.00192179418893261,0.892983782560257,"cpac_fmriprep_all-cpac_default_all"
"58",0.00103565674772906,0.002721993165201,1.2072322643509,0.00197177119449857,0.00214335019235387,0.827068786928369,"cpac_fmriprep_all-cpac_default_all"
"59",0.00386114279666806,0.00216051320860983,0.510147807782239,0.00397982816832624,0.00193318617091997,0.452179635800601,"cpac_fmriprep_all-cpac_default_all"
"60",0.0025970095998457,0.000488516906426881,0.185934724692228,0.00260368655791509,0.00045157938138036,0.171730124827809,"cpac_fmriprep_all-cpac_default_all"
"61",0.00164765586603505,-0.0061317499117707,4.97489706429792,-0.00221741986288607,-0.00594946854643825,4.35562845930579,"cpac_fmriprep_all-cpac_default_all"
"62",0.00125036171168827,-0.0001945092927745,6.12885982975258,0.000987644886389631,-0.000791072596807696,5.60785400035554,"cpac_fmriprep_all-cpac_default_all"
"63",0.00347882038439357,-0.00181005061730845,5.80342528981141,0.00246976632213356,-0.00304610059225657,5.39367829849785,"cpac_fmriprep_all-cpac_default_all"
"64",-0.00046454908470105,-0.0033354106092198,4.57400129868325,-0.00174695082394725,-0.00287905064264292,4.16699897376284,"cpac_fmriprep_all-cpac_default_all"
"65",0.00116577942221096,0.00015199432060755,0.129648670218237,0.0011272553589326,-0.000333825239467006,5.99527368101932,"cpac_fmriprep_all-cpac_default_all"
"66",0.000109537340011802,0.000269509471626701,1.184757237802,0.00018430762704719,0.000225087722378628,0.884681205546887,"cpac_fmriprep_all-cpac_default_all"
"67",0.00062059833794605,-0.000474203600490501,5.63071661524937,0.00030346342999527,-0.000719667491578618,5.11143717175486,"cpac_fmriprep_all-cpac_default_all"
"68",0.00183237964616636,0.0022550649754203,0.88844255013912,0.000104187868686387,0.00290380407380916,1.53493192565881,"cpac_fmriprep_all-cpac_default_all"
"69",0.00151494373590605,0.00207239299265613,0.939558830192163,0.00149946709648104,0.00208361840689267,0.947006628764729,"cpac_fmriprep_all-cpac_default_all"
"70",0.00234196703775274,-0.00115467479638875,5.82512414974233,0.00179581039725234,-0.00189556020966261,5.4707712859441,"cpac_fmriprep_all-cpac_default_all"
"71",0.002554352346696,0.00537502493429705,1.12716349739711,0.00180671771128372,0.00567021869658659,1.26233406897167,"cpac_fmriprep_all-cpac_default_all"
"72",0.00287729219929351,-0.0046408779158416,5.26737659719287,-0.000399256380543422,-0.00544583809642344,4.63920587355568,"cpac_fmriprep_all-cpac_default_all"
"73",0.00163910364501476,-0.00100114885788739,5.73486940595216,0.00146021467486822,-0.00124769102667664,5.57610926007967,"cpac_fmriprep_all-cpac_default_all"
"74",0.00156709404201252,-0.00163750196901553,5.47581975665954,0.00151521610449588,-0.00168562053609856,5.44459988819634,"cpac_fmriprep_all-cpac_default_all"
"75",-0.00063963326974166,-0.00588781013616737,4.60417648477258,-0.00275628524112418,-0.0052419777363965,4.2283070690413,"cpac_fmriprep_all-cpac_default_all"
"76",0.0005106262848512,-0.00071227699779376,5.33436268320102,0.000256578269771719,-0.000838000785111793,5.00950492742343,"cpac_fmriprep_all-cpac_default_all"
"77",0.0037189553846275,-0.00146662469176762,5.90754637501465,0.00398975212838951,-0.000251982327482886,6.22011169293616,"cpac_fmriprep_all-cpac_default_all"
"78",0.00156626470889246,0.0024450473362528,1.00106705691154,0.00252408562796985,0.00143542096874573,0.517078832054449,"cpac_fmriprep_all-cpac_default_all"
"79",0.00070489192163772,-0.000566116831557398,5.60654134250261,0.000215488865856983,-0.000878023596980386,4.95305706667467,"cpac_fmriprep_all-cpac_default_all"
"80",-0.00036563452741873,0.00115736245508839,1.87679434006593,-0.000147494584415195,0.00120474968672216,1.69261767682478,"cpac_fmriprep_all-cpac_default_all"
"81",-0.00217672139807624,0.00202420880163783,2.39248303522327,-0.00210989591758468,0.00209377088871503,2.36003041499871,"cpac_fmriprep_all-cpac_default_all"
"82",0.00116369543027219,-0.00185789027500657,5.27196075730934,0.00061988999011955,-0.00210277904891359,4.99906427401734,"cpac_fmriprep_all-cpac_default_all"
"83",0.0006310501721494,-0.0012368076488449,5.18418308251901,0.000504176762393548,-0.00129372457357561,5.08399288500616,"cpac_fmriprep_all-cpac_default_all"
"84",0.00111288013947081,-0.0025351484368743,5.12604120054344,-0.000592098177079668,-0.00270460709725345,4.49686707693288,"cpac_fmriprep_all-cpac_default_all"
"85",0.00159526991190993,-0.00233018042415171,5.31271272527492,0.00124003697775049,-0.00253711158500299,5.16700368974829,"cpac_fmriprep_all-cpac_default_all"
"86",0.001416245053229,0.000159415738167001,0.112090439869684,0.00138017579092749,-0.000355356461188789,6.03118673975108,"cpac_fmriprep_all-cpac_default_all"
"87",-0.00175444958217583,-0.0052592967861831,4.39040731249801,-0.00373833042716764,-0.00409428646272649,3.97240492240501,"cpac_fmriprep_all-cpac_default_all"
"88",-0.00019520350596156,-0.00097537785915627,4.51486730481234,-0.000519588320447504,-0.000848230130404771,4.16278836122708,"cpac_fmriprep_all-cpac_default_all"
"89",0.00083193425993455,-0.00259441116060941,5.02269413082471,0.000629952753146145,-0.00265070621004122,4.94571520296187,"cpac_fmriprep_all-cpac_default_all"
"90",0.00057323519491026,0.0041783241506942,1.43445486323019,0.00254477988052505,0.0033631958992353,0.923049437987205,"cpac_fmriprep_all-cpac_default_all"
"91",0.00026855902841184,-0.00113008677602974,4.94570566290809,-1.29446152295479e-05,-0.00116148719753399,4.70124457917601,"cpac_fmriprep_all-cpac_default_all"
"92",-0.000861355523634759,-0.0030956392961998,4.44100562011126,-0.00195931903461759,-0.00254675968847822,4.05662598235183,"cpac_fmriprep_all-cpac_default_all"
"93",0.000144702008101251,-0.0021917458315604,4.77831465065245,-0.000667355726036461,-0.00209268363500967,4.40368464783848,"cpac_fmriprep_all-cpac_default_all"
"94",-0.00143497665078145,-0.000711969951352899,3.60215903712347,-0.00160144634950275,-3.77993330857431e-05,3.16519151841586,"cpac_fmriprep_all-cpac_default_all"
"95",0.00060354333380534,-0.0017745570449087,5.0402254477067,-0.000206026677761639,-0.00186302717893928,4.60224946013894,"cpac_fmriprep_all-cpac_default_all"
"96",0.0050297572743075,-0.000564082688919781,6.17150288496891,0.00501909146764287,0.000652202696883931,0.129220301737605,"cpac_fmriprep_all-cpac_default_all"
"97",0.00136545560056074,-0.0062465020049914,4.92759898196764,-0.00190158979362741,-0.00610468775223077,4.41041845550426,"cpac_fmriprep_all-cpac_default_all"
"98",0.000806526615712351,-0.0011082585789072,5.34149230557108,0.00042910348661675,-0.00130176513140703,5.03080467373849,"cpac_fmriprep_all-cpac_default_all"
"99",0.00191228139497157,-0.005353415059603,5.05547047939732,-0.000798521075300516,-0.00562834229824728,4.57145455580099,"cpac_fmriprep_all-cpac_default_all"
"100",-0.0012700382153541,-0.0019911539348525,4.14460943148013,-0.00158770630696319,-0.00174839347504151,3.97511979620253,"cpac_fmriprep_all-cpac_default_all"
"101",0.00107001263999122,-0.0048049023140185,4.93150542020246,-0.00136718085863486,-0.00472893537667663,4.43095303282684,"cpac_fmriprep_all-cpac_default_all"
"102",0.001544834973388,-0.0079398753039493,4.90455475252184,-0.00193912624548579,-0.00785289273715966,4.47030043635448,"cpac_fmriprep_all-cpac_default_all"
"103",0.00367122882839309,-0.00552469161271105,5.29889903003704,0.000436052452463438,-0.00661891205446068,4.77817369590044,"cpac_fmriprep_all-cpac_default_all"
"104",0.00271754004266626,-0.0075814564544976,5.05656785664954,-0.000379730033531899,-0.00804483131933614,4.66522224916388,"cpac_fmriprep_all-cpac_default_all"
"105",0.00173010319472442,-0.0046762379628319,5.06674917714076,-0.00049835098383168,-0.0049610588432652,4.61227228421488,"cpac_fmriprep_all-cpac_default_all"
"106",-0.00246398116499283,-0.0015405773685747,3.7003638882821,-0.00279022121457095,-0.000811940505063131,3.42476767043383,"cpac_fmriprep_all-cpac_default_all"
"107",-0.00231741200071578,-0.000541497726169099,3.37113896260251,-0.00233073184586859,-0.000480944103989037,3.34508546731455,"cpac_fmriprep_all-cpac_default_all"
"108",-0.00045279154252376,-0.000128701638639199,3.41852911215242,-0.000463091726692538,8.44413727883729e-05,2.96123151518533,"cpac_fmriprep_all-cpac_default_all"
"109",0.000349676814383771,0.000597434049512,1.04125744095547,0.000412231940358924,0.000556117024898361,0.932906945678908,"cpac_fmriprep_all-cpac_default_all"
"110",0.0033958342714921,-0.0032160074571879,5.52497812947062,0.0032868876376877,-0.00332727576574954,5.49168091029116,"cpac_fmriprep_all-cpac_default_all"
"111",0.00059647150509062,-0.000788325521747801,5.36012042080968,3.21553092943327e-05,-0.000988029058635523,4.74492239989199,"cpac_fmriprep_all-cpac_default_all"
"112",0.00037486331444438,-0.0010296172955289,5.06155196689755,0.000246702530493105,-0.00106760111521896,4.93948398916783,"cpac_fmriprep_all-cpac_default_all"
"113",-0.0015092689901868,0.0021749617119778,2.17743615812039,-0.000789965615131808,0.00252671835791374,1.87381320071388,"cpac_fmriprep_all-cpac_default_all"
