"","delta.sigma2_w","delta.sigma2_b","delta.theta","delta.sigma2_w_norm","delta.sigma2_b_norm","delta.theta_norm","contrast"
"1",-0.005298240540287,0.0140171667257755,1.93217902561797,-0.0123144223122539,0.00853857827488822,2.53532324710352,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"2",-0.000682953478381498,0.00324588456877984,1.77817730837655,-0.00277810802533149,0.0018122659537345,2.563575471774,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"3",-0.0037626246443152,0.00931118308990797,1.95482992547497,-0.00924457810479834,0.00392342330268854,2.74022808887242,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"4",-0.001298466483507,-0.00524960780783814,4.46991029543399,-7.3444929165225e-05,-0.00540731016192766,4.69880728986393,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"5",-0.0011882177388467,0.00469363212096425,1.81874245040437,-0.00345611719861405,0.00339076654921884,2.36573878325317,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"6",-0.0046700170297008,0.00897244516136487,2.05069677844222,-0.00961961175989046,0.00312680361077772,2.82732034495598,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"7",-0.0052123533767761,-0.0013615615867238,3.39710144086064,-0.00510322622006204,-0.00172614015239271,3.46775706972252,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"8",0.0033677187736613,0.0048317865440929,0.962091701116686,0.00275645025257647,0.00520477405381051,1.08374979225983,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"9",0.0107883729326973,-0.0015416732350557,6.14124491361367,0.0108978765957357,4.50843959511826e-05,0.00413696543139617,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"10",0.000145462800488699,-0.0033446024220259,4.75585339558144,-0.000577753089909871,-0.00329753334400839,4.53894183490778,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"11",0.0018645278747762,0.0100997403716457,1.38824026326557,-0.00298823747847336,0.00982607024922546,1.86602239671257,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"12",-0.0009730997926393,0.00656825989141301,1.71787829536014,-0.00429346116902742,0.00506509154879092,2.27392868417668,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"13",0.0034032980668943,0.00789262985093173,1.16368638528231,-0.00295091548536981,0.00807267870623809,1.9212507308654,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"14",-0.0021957261175675,0.0257272012644128,1.65593648779151,-0.00612894838600985,0.0250827847290647,1.81044918342818,"cpac_default_all_gsr-cpac_abcd_all_gsr"
"15",0.0028694037340196,0.00790878151063939,1.22275327984602,-0.00184711301104572,0.00820795201595761,1.79214831833801,"cpac_default_all_gsr-cpac_abcd_all_gsr"
